CASE_NUMBER,STATUS,APPLICATION_SUBMITTED_DATE,COMPLETED_DATE,CANCELLATION_DATE,BROKER_ID,BROKER_FIRM_ID,LOAN_AMOUNT,PROPERTY_CATEGORY
3385,COMPLETED,2021-09-17 13:52:05.000000000,2021-11-16 22:59:00.000000000,,77a9bbff-3ce1-4b66-b011-c207ab300bfb,900ac51176e508f55836c162983507a694a70c1c04a750b2f3dda04298f246be,98950.940000,STANDARD
3388,CANCELLED,2021-09-17 13:17:35.000000000,,2021-10-28 10:25:53.000000000,a7edc14f-0958-4224-971b-12143eb49508,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,505204.130000,HMO
3390,CANCELLED,2021-10-04 13:31:14.000000000,,2022-02-11 15:35:12.000000000,bea3302e-eda9-4384-955d-b8b9f55c8d7f,ace56af711686fa56cdf644fab87b1c7c7ca6f4d087266c52aa7f5443f20c1d5,140866.250000,STANDARD
3396,COMPLETED,2021-09-23 09:15:56.000000000,2021-12-21 22:59:00.000000000,,fed16c76-e89d-4e25-81a3-a2e4a54228b3,e56bfe59d595d8903d0ab04fa76da03af9bf9e9375f3d599715c324e0ecdf231,104501.630000,STANDARD
3399,COMPLETED,2021-09-20 13:47:09.000000000,2021-12-14 22:59:00.000000000,,6cc231c5-a0ca-4e0a-8591-31db1eb12ab2,a2f13784c2526dcdcb1c788e1c9cd6757f6a97540119f73b173177655386a353,152551.000000,STANDARD
3401,CANCELLED,2021-09-22 14:13:27.000000000,,,10d8556a-c439-42bc-ac05-a0bc5736939b,a13f188e1954b07ddc5129ae5b8974118b1831fcfe647299b938d31939b655ad,469247.250000,STANDARD
3404,COMPLETED,2021-09-20 14:44:21.000000000,2021-12-16 22:59:00.000000000,,54560769-20b2-4585-ac2f-2d046ae2eacf,06ec5035557395356d5bb658a7577c7c0608bd5b180b017d780df7b29b8d10b0,104501.630000,STANDARD
3408,COMPLETED,2021-09-23 08:25:25.000000000,2021-12-22 22:59:00.000000000,,f27df3d9-3ed2-437f-baca-9aa75d0b814c,9e6d407c3b3fd264d6997e939b0aa05490235d6151eea866dec6d1e3f93a7618,273984.000000,STANDARD
3433,IN_PROGRESS,2021-09-23 09:23:34.000000000,,,fed16c76-e89d-4e25-81a3-a2e4a54228b3,e56bfe59d595d8903d0ab04fa76da03af9bf9e9375f3d599715c324e0ecdf231,113047.500000,STANDARD
3434,COMPLETED,2021-09-27 12:40:14.000000000,2021-11-12 22:59:00.000000000,,97074843-0854-4e71-895b-ea76a14bfc77,ec0952bff6e76d4488dc6f0001b05681d5fb12c0e6ab96693ce2ca0300d10c10,150245.500000,STANDARD
3436,COMPLETED,2021-09-28 08:07:19.000000000,2021-12-09 22:59:00.000000000,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,156957.750000,STANDARD
3438,CANCELLED,2021-10-07 09:22:53.000000000,,2021-12-06 13:45:25.000000000,6808c4fd-ced5-4665-a602-844943fb0d04,325e020b9b40396ac5ff326b7234c285df54d00cde90602ec5c55caf09fb07b6,379773.090000,STANDARD
3451,CANCELLED,2021-09-27 09:04:05.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,129801.000000,STANDARD
3455,CANCELLED,2021-09-23 10:57:37.000000000,,2022-01-13 16:45:35.000000000,a6f68ca3-dbd7-45a7-9826-dfffc66f5547,7f500937103faec98a29fe4744ccdfbdcd2194a648be781d2e533b74b3855f44,230902.750000,STANDARD
3456,COMPLETED,2021-09-23 11:05:56.000000000,2021-12-03 22:59:00.000000000,,f89a1f26-580d-4351-bdca-13d8593ed547,aabde1d7babc7eba7d1ea45b15f01ed084a2c8dfd38cfcf29cbe0ed6d7517937,403504.630000,STANDARD
3458,COMPLETED,2021-09-28 11:55:00.000000000,2022-01-26 22:59:00.000000000,,1a37e915-10c2-49fa-bc8d-01fb535cd6c4,28a21fc709234578d62dc0a7984021ef4fd37687dae673fd1cfe163fb34a0b74,115191.250000,STANDARD
3459,CANCELLED,2021-09-23 13:39:58.000000000,,2021-10-04 16:12:50.000000000,a6f68ca3-dbd7-45a7-9826-dfffc66f5547,7f500937103faec98a29fe4744ccdfbdcd2194a648be781d2e533b74b3855f44,650104.600000,STANDARD
3460,COMPLETED,2021-09-28 10:33:53.000000000,2021-12-21 22:59:00.000000000,,3f775eda-31cf-4cd4-924e-69a8fcdba3be,6af94dc737ba44ed3252fe6e08861b682c1c378ccbf05e939101bf00a8e08f31,208861.250000,STANDARD
3461,CANCELLED,2021-09-23 14:30:03.000000000,,,a6f68ca3-dbd7-45a7-9826-dfffc66f5547,7f500937103faec98a29fe4744ccdfbdcd2194a648be781d2e533b74b3855f44,251335.380000,STANDARD
3462,CANCELLED,2021-09-29 13:54:21.000000000,,2021-12-13 09:56:12.000000000,1a37e915-10c2-49fa-bc8d-01fb535cd6c4,28a21fc709234578d62dc0a7984021ef4fd37687dae673fd1cfe163fb34a0b74,258309.750000,STANDARD
3464,COMPLETED,2021-09-27 08:11:41.000000000,2022-01-25 22:59:00.000000000,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,344179.000000,HMO
3466,COMPLETED,2021-09-23 15:50:04.000000000,2021-12-20 22:59:00.000000000,,a7edc14f-0958-4224-971b-12143eb49508,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,255437.500000,STANDARD
3467,COMPLETED,2021-09-23 16:07:29.000000000,2021-12-20 22:59:00.000000000,,a7edc14f-0958-4224-971b-12143eb49508,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,227512.750000,STANDARD
3468,COMPLETED,2021-09-23 16:13:11.000000000,2021-12-20 22:59:00.000000000,,a7edc14f-0958-4224-971b-12143eb49508,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,280386.000000,STANDARD
3469,COMPLETED,2021-09-23 16:17:46.000000000,2021-12-17 22:59:00.000000000,,a7edc14f-0958-4224-971b-12143eb49508,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,369004.000000,STANDARD
3470,IN_PROGRESS,2021-09-23 17:31:55.000000000,,,f3d79a7a-4628-435a-934c-75161d391a43,fdcb9dcf19b712e596c53824c65821c26d0cc02754dcbf40001bf0afb528eeac,123000.880000,STANDARD
3471,IN_PROGRESS,2021-09-23 18:00:07.000000000,,,f3d79a7a-4628-435a-934c-75161d391a43,fdcb9dcf19b712e596c53824c65821c26d0cc02754dcbf40001bf0afb528eeac,123000.880000,STANDARD
3472,IN_PROGRESS,2021-09-23 18:13:26.000000000,,,f3d79a7a-4628-435a-934c-75161d391a43,fdcb9dcf19b712e596c53824c65821c26d0cc02754dcbf40001bf0afb528eeac,97701.500000,STANDARD
3473,IN_PROGRESS,2021-09-23 18:24:52.000000000,,,f3d79a7a-4628-435a-934c-75161d391a43,fdcb9dcf19b712e596c53824c65821c26d0cc02754dcbf40001bf0afb528eeac,159401.630000,STANDARD
3474,CANCELLED,2021-09-24 14:59:06.000000000,,,b4ca9b6e-ba5c-4193-9300-b432f4ef0852,67f3d8bbf4ff21dc2eefb33c680967e6f304edbbb234481af58d377ce9743183,208861.250000,STANDARD
3475,CANCELLED,2021-09-24 14:56:34.000000000,,,b4ca9b6e-ba5c-4193-9300-b432f4ef0852,67f3d8bbf4ff21dc2eefb33c680967e6f304edbbb234481af58d377ce9743183,207997.500000,STANDARD
3476,CANCELLED,2021-09-24 14:53:58.000000000,,,b4ca9b6e-ba5c-4193-9300-b432f4ef0852,67f3d8bbf4ff21dc2eefb33c680967e6f304edbbb234481af58d377ce9743183,223671.750000,STANDARD
3477,CANCELLED,2021-09-24 14:50:47.000000000,,,b4ca9b6e-ba5c-4193-9300-b432f4ef0852,67f3d8bbf4ff21dc2eefb33c680967e6f304edbbb234481af58d377ce9743183,257582.250000,STANDARD
3478,CANCELLED,2021-09-24 14:46:15.000000000,,,b4ca9b6e-ba5c-4193-9300-b432f4ef0852,67f3d8bbf4ff21dc2eefb33c680967e6f304edbbb234481af58d377ce9743183,323432.500000,STANDARD
3479,CANCELLED,2021-09-24 14:41:59.000000000,,,b4ca9b6e-ba5c-4193-9300-b432f4ef0852,67f3d8bbf4ff21dc2eefb33c680967e6f304edbbb234481af58d377ce9743183,208861.250000,STANDARD
3483,CANCELLED,2021-09-24 15:53:22.000000000,,2021-11-01 10:26:24.000000000,8898e1cd-d55c-4a58-b429-1f23ece4cbb5,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,175193.000000,STANDARD
3486,IN_PROGRESS,2021-11-09 15:55:34.000000000,,,bea3302e-eda9-4384-955d-b8b9f55c8d7f,ace56af711686fa56cdf644fab87b1c7c7ca6f4d087266c52aa7f5443f20c1d5,272203.500000,HMO
3489,COMPLETED,2021-09-24 15:27:54.000000000,2022-02-02 22:59:00.000000000,,f27df3d9-3ed2-437f-baca-9aa75d0b814c,9e6d407c3b3fd264d6997e939b0aa05490235d6151eea866dec6d1e3f93a7618,175193.000000,HMO
3504,CANCELLED,2021-09-27 12:49:48.000000000,,,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,527416.500000,STANDARD
3507,IN_PROGRESS,2021-09-27 13:47:42.000000000,,,8898e1cd-d55c-4a58-b429-1f23ece4cbb5,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,175920.500000,STANDARD
3510,COMPLETED,2021-10-07 12:14:46.000000000,2022-02-01 22:59:00.000000000,,d92f490c-5353-4064-9942-cee649e6395d,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,279982.000000,STANDARD
3511,COMPLETED,2021-09-28 10:19:45.000000000,2021-11-17 22:59:00.000000000,,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,137442.500000,STANDARD
3512,COMPLETED,2021-09-28 10:26:52.000000000,2021-11-17 22:59:00.000000000,,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,103668.250000,STANDARD
3513,COMPLETED,2021-09-28 10:31:55.000000000,2021-11-17 22:59:00.000000000,,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,137442.500000,STANDARD
3514,COMPLETED,2021-09-28 11:03:16.000000000,2021-11-17 22:59:00.000000000,,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,140866.250000,STANDARD
3515,COMPLETED,2021-09-28 11:17:35.000000000,2021-11-17 22:59:00.000000000,,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,140866.250000,STANDARD
3516,COMPLETED,2021-09-28 11:21:19.000000000,2021-11-17 22:59:00.000000000,,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,103668.250000,STANDARD
3522,COMPLETED,2021-10-11 15:56:34.000000000,2021-12-15 22:59:00.000000000,,b3026218-a0e9-4e59-a9ad-441816d7b3d9,f33cdab5a651a205e8389d44ad598b1af2d2e46464d3c6e9b6e71f9754779537,154962.500000,STANDARD
3523,COMPLETED,2021-10-22 13:55:03.000000000,2022-01-21 22:59:00.000000000,,365c283d-7e63-4b25-96ab-ab32f0114ba0,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,230902.750000,STANDARD
3524,COMPLETED,2021-09-28 12:42:56.000000000,2022-02-08 22:59:00.000000000,,f89a1f26-580d-4351-bdca-13d8593ed547,aabde1d7babc7eba7d1ea45b15f01ed084a2c8dfd38cfcf29cbe0ed6d7517937,176784.250000,STANDARD
3526,COMPLETED,2021-09-28 13:46:06.000000000,2021-11-26 22:59:00.000000000,,69b0af92-1c38-4536-aeec-819e64482ae6,e9fb71c7f61a397cb5827797f3e5175fb27f8339ffca39515f8a0fe4e029c92e,280386.000000,STANDARD
3528,IN_PROGRESS,2021-09-28 13:09:23.000000000,,,f89a1f26-580d-4351-bdca-13d8593ed547,aabde1d7babc7eba7d1ea45b15f01ed084a2c8dfd38cfcf29cbe0ed6d7517937,202021.250000,STANDARD
3529,IN_PROGRESS,2021-09-28 12:58:50.000000000,,,f3d79a7a-4628-435a-934c-75161d391a43,fdcb9dcf19b712e596c53824c65821c26d0cc02754dcbf40001bf0afb528eeac,171101.750000,STANDARD
3532,COMPLETED,2021-10-22 13:54:11.000000000,2022-01-21 22:59:00.000000000,,365c283d-7e63-4b25-96ab-ab32f0114ba0,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,171101.750000,STANDARD
3549,CANCELLED,2021-10-13 10:03:59.000000000,,,6808c4fd-ced5-4665-a602-844943fb0d04,325e020b9b40396ac5ff326b7234c285df54d00cde90602ec5c55caf09fb07b6,78720.750000,STANDARD
3555,COMPLETED,2021-10-06 08:35:39.000000000,2021-12-22 22:59:00.000000000,,0b600cc9-4733-450a-86c0-9af94bb67838,4947e7fdad85c6d124abb3c10f0d6008af114ef15759bfdc30745621e4591c4e,194502.000000,STANDARD
3556,IN_PROGRESS,2021-09-30 14:17:42.000000000,,,8898e1cd-d55c-4a58-b429-1f23ece4cbb5,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,203455.000000,STANDARD
3559,CANCELLED,2021-09-30 16:26:29.000000000,,,54560769-20b2-4585-ac2f-2d046ae2eacf,06ec5035557395356d5bb658a7577c7c0608bd5b180b017d780df7b29b8d10b0,111301.750000,STANDARD
3560,IN_PROGRESS,2021-09-30 16:34:48.000000000,,,6681300b-f464-402b-b85b-777032662396,19a84671aaaf4a6f9ff49f4ccbe6bc093b71ef749850a320c67d72983ad52991,117450.190000,STANDARD
3561,IN_PROGRESS,2021-09-30 16:43:28.000000000,,,6681300b-f464-402b-b85b-777032662396,19a84671aaaf4a6f9ff49f4ccbe6bc093b71ef749850a320c67d72983ad52991,86600.130000,STANDARD
3562,CANCELLED,2021-09-30 16:51:35.000000000,,,6681300b-f464-402b-b85b-777032662396,19a84671aaaf4a6f9ff49f4ccbe6bc093b71ef749850a320c67d72983ad52991,98300.250000,STANDARD
3564,IN_PROGRESS,2021-09-30 17:01:39.000000000,,,6681300b-f464-402b-b85b-777032662396,19a84671aaaf4a6f9ff49f4ccbe6bc093b71ef749850a320c67d72983ad52991,159401.630000,STANDARD
3578,IN_PROGRESS,2021-10-02 12:48:44.000000000,,,10d8556a-c439-42bc-ac05-a0bc5736939b,a13f188e1954b07ddc5129ae5b8974118b1831fcfe647299b938d31939b655ad,341979.000000,STANDARD
3583,CANCELLED,2021-10-02 13:04:14.000000000,,2021-11-17 14:31:06.000000000,10d8556a-c439-42bc-ac05-a0bc5736939b,a13f188e1954b07ddc5129ae5b8974118b1831fcfe647299b938d31939b655ad,273984.000000,STANDARD
3584,CANCELLED,2021-10-02 13:10:07.000000000,,2021-11-17 14:31:05.000000000,10d8556a-c439-42bc-ac05-a0bc5736939b,a13f188e1954b07ddc5129ae5b8974118b1831fcfe647299b938d31939b655ad,283257.250000,STANDARD
3593,COMPLETED,2021-10-11 10:34:30.000000000,2022-01-28 22:59:00.000000000,,fded6a9b-549c-4f47-a820-118001368786,4a31e715c18691a62bb1022c7fab48bea79ba37d7023249ef22db47617565937,546713.000000,STANDARD
3594,IN_PROGRESS,2021-11-02 14:44:58.000000000,,,c95adf40-2d9b-4dc5-85c0-107b6634ae92,c69fc6b68282abb72ec6936a849c57fe7c44a08b54c725ce0b687e5acb1b25d1,213001.250000,STANDARD
3608,IN_PROGRESS,2021-10-06 12:27:37.000000000,,,1c368fac-5959-4555-8e7f-985e6844d5c4,5de39d27f0c1626556eed3299b729b960f7811e7381058adecb4ede69eb71900,254302.000000,HMO
3610,IN_PROGRESS,2021-10-08 08:36:22.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,235802.750000,STANDARD
3612,CANCELLED,2021-10-06 09:26:26.000000000,,,0e8fc14a-b53f-423d-a1a7-03376af5d73e,e63faaebcad7b0395f980893ed785f8d4fc26511395cd34d52238bae5727a917,295602.750000,HMO
3613,COMPLETED,2021-10-13 20:54:41.000000000,2021-12-20 22:59:00.000000000,,365c283d-7e63-4b25-96ab-ab32f0114ba0,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,323432.500000,STANDARD
3614,CANCELLED,2021-10-05 15:42:54.000000000,,2022-02-11 15:36:13.000000000,bea3302e-eda9-4384-955d-b8b9f55c8d7f,ace56af711686fa56cdf644fab87b1c7c7ca6f4d087266c52aa7f5443f20c1d5,162078.750000,STANDARD
3616,IN_PROGRESS,2021-10-07 11:32:19.000000000,,,3f775eda-31cf-4cd4-924e-69a8fcdba3be,6af94dc737ba44ed3252fe6e08861b682c1c378ccbf05e939101bf00a8e08f31,447171.000000,HMO
3619,IN_PROGRESS,2021-10-06 08:22:37.000000000,,,a7edc14f-0958-4224-971b-12143eb49508,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,261102.130000,STANDARD
3627,IN_PROGRESS,2021-10-06 12:42:28.000000000,,,b2819ab5-9f34-45b3-ba37-d82bd39b283a,bf77e27b79aafb4e593e9cbf150121a45eb744171770230e5d072882a3133f3a,637806.630000,MUFB
3637,CANCELLED,2021-10-07 09:29:33.000000000,,2022-01-07 12:06:33.000000000,8898e1cd-d55c-4a58-b429-1f23ece4cbb5,72af36bef0a8a95254b0327c2de277193a39e876c3259d484571c0222d04f899,159066.880000,STANDARD
3643,IN_PROGRESS,2021-10-12 11:46:47.000000000,,,b4ca9b6e-ba5c-4193-9300-b432f4ef0852,67f3d8bbf4ff21dc2eefb33c680967e6f304edbbb234481af58d377ce9743183,147955.560000,STANDARD
3660,IN_PROGRESS,2021-10-29 08:30:29.000000000,,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,131594.000000,STANDARD
3671,IN_PROGRESS,2021-10-12 10:14:08.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,115918.750000,STANDARD
3672,IN_PROGRESS,2021-10-12 10:48:25.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,131594.000000,STANDARD
3673,IN_PROGRESS,2021-10-12 12:06:22.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,127826.000000,STANDARD
3674,IN_PROGRESS,2021-10-12 12:32:07.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,131594.000000,STANDARD
3677,CANCELLED,2021-10-12 08:04:47.000000000,,2021-11-04 15:31:02.000000000,f2ffd192-039a-4a24-8943-9517400451ec,ea059c51482377f8be10b634f3c721e37745346baeba435aa82830d53f2088e3,677707.000000,MUFB
3678,CANCELLED,2021-10-12 12:51:05.000000000,,,833424f0-9fbc-41e6-bdd2-eb18ffecb05b,1822b076d2fde4eb3e84224cb6a6a2d578a55368fa343113c35be0216f02a6b0,142563.500000,STANDARD
3682,CANCELLED,2021-10-13 13:54:13.000000000,,2022-02-08 09:22:49.000000000,3f775eda-31cf-4cd4-924e-69a8fcdba3be,6af94dc737ba44ed3252fe6e08861b682c1c378ccbf05e939101bf00a8e08f31,190314.750000,HMO
3684,CANCELLED,2021-10-13 13:53:04.000000000,,2022-02-08 09:22:50.000000000,3f775eda-31cf-4cd4-924e-69a8fcdba3be,6af94dc737ba44ed3252fe6e08861b682c1c378ccbf05e939101bf00a8e08f31,391426.500000,HMO
3686,COMPLETED,2021-10-11 14:54:32.000000000,2021-12-10 22:59:00.000000000,,97074843-0854-4e71-895b-ea76a14bfc77,ec0952bff6e76d4488dc6f0001b05681d5fb12c0e6ab96693ce2ca0300d10c10,147684.500000,STANDARD
3695,IN_PROGRESS,2021-10-21 12:22:32.000000000,,,b06234ec-406c-44b2-819e-1afac38445dd,876ce6087dac8313cb9dfdaedb049f1f8a5c9a1e5f90ac211dc1b50624147959,140267.000000,STANDARD
3696,IN_PROGRESS,2021-10-12 08:37:55.000000000,,,b4ca9b6e-ba5c-4193-9300-b432f4ef0852,67f3d8bbf4ff21dc2eefb33c680967e6f304edbbb234481af58d377ce9743183,474381.500000,STANDARD
3698,IN_PROGRESS,2021-10-12 10:07:20.000000000,,,6cc231c5-a0ca-4e0a-8591-31db1eb12ab2,a2f13784c2526dcdcb1c788e1c9cd6757f6a97540119f73b173177655386a353,94396.000000,STANDARD
3699,CANCELLED,2021-10-19 10:00:17.000000000,,2021-11-08 13:47:54.000000000,cf09571f-ce10-4021-a143-bad12db49b57,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,463399.710000,STANDARD
3700,COMPLETED,2021-10-12 10:15:39.000000000,2021-12-15 22:59:00.000000000,,6cc231c5-a0ca-4e0a-8591-31db1eb12ab2,a2f13784c2526dcdcb1c788e1c9cd6757f6a97540119f73b173177655386a353,153116.750000,STANDARD
3703,IN_PROGRESS,2021-10-13 12:17:25.000000000,,,b4ca9b6e-ba5c-4193-9300-b432f4ef0852,67f3d8bbf4ff21dc2eefb33c680967e6f304edbbb234481af58d377ce9743183,217901.250000,STANDARD
3705,CANCELLED,2021-10-12 11:48:12.000000000,,2021-10-12 14:13:54.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,267303.500000,STANDARD
3706,CANCELLED,2021-10-12 12:10:13.000000000,,2021-10-21 12:47:39.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,279602.380000,STANDARD
3709,CANCELLED,2021-10-12 13:13:10.000000000,,2021-11-23 10:31:37.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,171101.750000,STANDARD
3711,CANCELLED,2021-10-12 13:55:12.000000000,,2022-01-31 15:07:14.000000000,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,182801.880000,STANDARD
3712,IN_PROGRESS,2021-10-12 14:32:49.000000000,,,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,267303.500000,STANDARD
3713,IN_PROGRESS,2021-10-12 14:45:15.000000000,,,5b14a1ad-d770-4861-b143-9b62c20d7356,7a1ae7d62b4fdc88fd08f4412693218a50b378df597115b13c56f8faaa12c857,254302.000000,STANDARD
3726,IN_PROGRESS,2021-10-13 12:27:58.000000000,,,b4ca9b6e-ba5c-4193-9300-b432f4ef0852,67f3d8bbf4ff21dc2eefb33c680967e6f304edbbb234481af58d377ce9743183,247501.880000,STANDARD
3729,IN_PROGRESS,2021-10-14 10:27:31.000000000,,,fded6a9b-549c-4f47-a820-118001368786,4a31e715c18691a62bb1022c7fab48bea79ba37d7023249ef22db47617565937,173913.000000,STANDARD
3730,CANCELLED,2021-10-13 15:41:22.000000000,,2022-01-05 09:28:58.000000000,d0136f69-4397-4b24-bfa7-6ed40323431d,3cc79facf052fc0d39e2a63597ffc5789a5ef8e657ed34ff344e806d032c1f6f,117450.190000,STANDARD
3740,CANCELLED,2021-10-13 17:02:22.000000000,,2022-01-05 09:29:51.000000000,d0136f69-4397-4b24-bfa7-6ed40323431d,3cc79facf052fc0d39e2a63597ffc5789a5ef8e657ed34ff344e806d032c1f6f,104501.630000,STANDARD
3755,IN_PROGRESS,2021-10-28 12:17:09.000000000,,,65fe6f3e-f2e4-434e-80d2-1fc5be92c9e3,617f19e1a831532f31da8b95e36001b41629e536de3e825ae540689c05ef99d5,106795.000000,STANDARD
3761,IN_PROGRESS,2021-10-14 14:04:20.000000000,,,54560769-20b2-4585-ac2f-2d046ae2eacf,06ec5035557395356d5bb658a7577c7c0608bd5b180b017d780df7b29b8d10b0,105100.380000,STANDARD
3762,COMPLETED,2021-10-14 14:25:10.000000000,2021-12-10 22:59:00.000000000,,9e059e3f-6598-43ec-91ea-14ad5660f921,51666251815610e2e41d879d09eddc1462ecd6a4d7a64b7e23f5c29ab00b87de,97701.500000,STANDARD
3764,COMPLETED,2021-10-14 14:52:24.000000000,2021-12-10 22:59:00.000000000,,9e059e3f-6598-43ec-91ea-14ad5660f921,51666251815610e2e41d879d09eddc1462ecd6a4d7a64b7e23f5c29ab00b87de,105100.380000,STANDARD
3766,COMPLETED,2021-10-14 15:04:54.000000000,2021-12-10 22:59:00.000000000,,9e059e3f-6598-43ec-91ea-14ad5660f921,51666251815610e2e41d879d09eddc1462ecd6a4d7a64b7e23f5c29ab00b87de,104501.630000,STANDARD
3768,COMPLETED,2021-10-14 15:16:24.000000000,2021-12-10 22:59:00.000000000,,9e059e3f-6598-43ec-91ea-14ad5660f921,51666251815610e2e41d879d09eddc1462ecd6a4d7a64b7e23f5c29ab00b87de,123000.880000,STANDARD
3772,COMPLETED,2021-10-15 12:45:13.000000000,2022-01-17 22:59:00.000000000,,77a9bbff-3ce1-4b66-b011-c207ab300bfb,900ac51176e508f55836c162983507a694a70c1c04a750b2f3dda04298f246be,78720.750000,STANDARD
3779,IN_PROGRESS,2021-11-09 08:28:50.000000000,,,365c283d-7e63-4b25-96ab-ab32f0114ba0,196349217b0224948c1010f3dd321390ddf8c91289d543a9dbab30ba63190688,286234.500000,STANDARD
3781,CANCELLED,2021-10-19 11:45:53.000000000,,,0e96c2c9-dedb-4ee8-915b-7a22a9524a53,6b1aff4115a71b0938989207e2aef0c025900516fbc31e48927bda555d27bbda,295602.750000,STANDARD
3783,COMPLETED,2021-10-18 10:27:52.000000000,2021-12-02 22:59:00.000000000,,0b600cc9-4733-450a-86c0-9af94bb67838,4947e7fdad85c6d124abb3c10f0d6008af114ef15759bfdc30745621e4591c4e,360630.500000,STANDARD
3784,COMPLETED,2021-10-18 10:18:31.000000000,2021-12-02 22:59:00.000000000,,0b600cc9-4733-450a-86c0-9af94bb67838,4947e7fdad85c6d124abb3c10f0d6008af114ef15759bfdc30745621e4591c4e,348380.000000,STANDARD
3790,IN_PROGRESS,2021-10-18 11:16:47.000000000,,,6d6ccc39-930d-4d9c-9ee8-b11d445571b3,01168d889e8fa660046aedb26d94d8f83e0730a079b0351341a2bba063d1c181,369004.000000,HMO
3791,IN_PROGRESS,2021-10-20 15:22:30.000000000,,,0342c8a2-5e92-4cd9-b724-23a499968372,3c22c9cc67b2934ad4b442cc0b40ce968c6e83b648c2b85d5f65f392ce028f40,134701.000000,STANDARD
3795,IN_PROGRESS,2021-10-18 13:50:36.000000000,,,97074843-0854-4e71-895b-ea76a14bfc77,ec0952bff6e76d4488dc6f0001b05681d5fb12c0e6ab96693ce2ca0300d10c10,261102.130000,STANDARD
